timestamp_ms,frame_id,is_valid,lateral_deviation,yaw_angle,curvature_0,curvature_1,curvature_2,curvature_3,velocity,prev_steering,expert_steering,servo_command,lane_width_px
1775441664005,146,1,-0.0153596,0.172692,0.803061,0.793689,0.783426,0.772337,0.04,-3.14436,-3.48472,92,352.217
1775441664111,147,1,-0.0131145,0.176172,0.820537,0.810548,0.799616,0.787812,0.04,-3.48472,-3.73129,92,353.233
1775441664258,148,1,-0.013462,0.187196,0.799075,0.789025,0.778121,0.766428,0.04,-3.73129,-4.00868,91,353.751
1775441664403,149,1,-0.0121807,0.197317,0.789346,0.779013,0.767871,0.755988,0.04,-4.00868,-4.37232,90,354.356
1775441664517,150,1,-0.0112068,0.20593,0.78043,0.769887,0.758577,0.746564,0.04,-4.37232,-4.67385,90,355.166
1775441664650,151,1,-0.00962989,0.212803,0.769485,0.758893,0.747575,0.735596,0.04,-4.67385,-4.97025,89,355.624
1775441664778,152,1,-0.0084183,0.220607,0.758225,0.747557,0.736209,0.72424,0.04,-4.97025,-5.26663,88,355.97
1775441664946,153,1,-0.0070536,0.226558,0.745558,0.734962,0.723727,0.711912,0.04,-5.26663,-5.52367,87,356.175
1775441665070,154,1,-0.00551852,0.239121,0.70635,0.696304,0.68573,0.674677,0.04,-5.52367,-5.97515,86,357.103
1775441665196,155,1,-0.0042385,0.240784,0.709509,0.699298,0.688554,0.677328,0.04,-5.97515,-6.10809,85,357.558
1775441665302,156,1,-0.00162232,0.242216,0.722132,0.711484,0.700276,0.688565,0.04,-6.10809,-6.32556,85,357.702
1775441665429,157,1,-0.000179384,0.243517,0.718764,0.708156,0.696999,0.685347,0.04,-6.32556,-6.46086,84,358.116
1775441665557,158,1,0.000805989,0.24818,0.716766,0.706004,0.694705,0.682923,0.04,-6.46086,-6.65529,83,358.714
1775441665698,159,1,0.00389063,0.242526,0.762325,0.750424,0.73787,0.724731,0.04,-6.65529,-6.70869,83,359.422
1775441665813,160,1,0.00630789,0.239568,0.793296,0.780558,0.767081,0.752945,0.04,-6.70869,-6.791,83,360.7
1775441665925,161,1,0.00853724,0.234564,0.848302,0.834023,0.818834,0.802837,0.04,-6.791,-6.8016,83,362.136
1775441666099,162,1,0.00968342,0.232686,0.866685,0.851894,0.836129,0.819501,0.04,-6.8016,-6.82728,83,363.48
1775441666217,163,1,0.0125325,0.227379,0.93111,0.914395,0.896467,0.877468,0.04,-6.82728,-6.87112,83,365.479
1775441666351,164,1,0.0127931,0.230486,0.930226,0.91331,0.895193,0.87602,0.04,-6.87112,-6.97331,82,366.599
1775441666493,165,1,0.0138883,0.230166,0.965424,0.947204,0.927646,0.90692,0.04,-6.97331,-7.03525,82,368.107
1775441666625,166,1,0.015176,0.232862,0.972351,0.953641,0.933576,0.912332,0.04,-7.03525,-7.19608,81,369.887
1775441666764,167,1,0.0150729,0.237185,0.949475,0.93131,0.911895,0.891393,0.04,-7.19608,-7.30921,81,370.971
1775441666890,168,1,0.0132852,0.250372,0.85868,0.843012,0.826446,0.809093,0.04,-7.30921,-7.55552,80,372.541
1775441667023,169,1,0.0131856,0.256941,0.817869,0.803281,0.787929,0.771906,0.04,-7.55552,-7.7322,79,373.417
1775441667180,170,1,0.0123414,0.267156,0.747652,0.734972,0.721722,0.70797,0.04,-7.7322,-7.96035,78,375.089
1775441667302,171,1,0.0122352,0.272433,0.715038,0.703205,0.69088,0.678121,0.04,-7.96035,-8.10052,77,376.174
1775441667412,172,1,0.0121859,0.275553,0.703403,0.691813,0.67976,0.667298,0.04,-8.10052,-8.18321,77,376.739
1775441667551,173,1,0.0122729,0.277209,0.671525,0.660903,0.649878,0.638495,0.04,-8.18321,-8.23862,76,376.948
1775441667679,174,1,0.0117356,0.280802,0.638645,0.628911,0.618833,0.608449,0.04,-8.23862,-8.30352,76,377.436
1775441667833,175,1,0.0123191,0.277171,0.653425,0.643374,0.632951,0.622197,0.04,-8.30352,-8.24346,76,377.69
1775441667961,176,1,0.0118148,0.275695,0.658069,0.647933,0.637414,0.626556,0.04,-8.24346,-8.16805,77,377.741
1775441668091,177,1,0.0126779,0.269011,0.691309,0.680406,0.669052,0.657296,0.04,-8.16805,-8.04202,77,377.296
1775441668212,178,1,0.013674,0.26273,0.741505,0.729257,0.716443,0.70313,0.04,-8.04202,-7.93358,78,377.403
1775441668362,179,1,0.0136537,0.259483,0.773681,0.760508,0.74669,0.732302,0.04,-7.93358,-7.83971,78,377.382
1775441668481,180,1,0.0158572,0.244885,0.892339,0.875788,0.858215,0.83975,0.04,-7.83971,-7.57988,80,376.822
1775441668618,181,1,0.016151,0.240355,0.925339,0.907862,0.889236,0.869608,0.04,-7.57988,-7.47288,80,377.096
1775441668772,182,1,0.0160101,0.238197,0.927114,0.909732,0.891187,0.871627,0.04,-7.47288,-7.40449,80,376.808
1775441668897,183,1,0.0158685,0.2349,0.945259,0.927437,0.908373,0.888224,0.04,-7.40449,-7.30293,81,376.23
1775441669006,184,1,0.0145818,0.236561,0.939537,0.921805,0.902858,0.882852,0.04,-7.30293,-7.25986,81,376.238
1775441669123,185,1,0.0141519,0.235178,0.947992,0.930043,0.910842,0.890549,0.04,-7.25986,-7.19158,81,375.787
1775441669240,186,1,0.0143134,0.232352,0.947963,0.930237,0.91125,0.891159,0.04,-7.19158,-7.12626,82,374.786
1775441669357,187,1,0.0140759,0.230741,0.957161,0.939211,0.919959,0.899568,0.04,-7.12626,-7.06494,82,374.266
1775441669477,188,1,0.0136583,0.23179,0.948024,0.93034,0.911392,0.891338,0.04,-7.06494,-7.06578,82,374.009
1775441669601,189,1,0.0138065,0.230038,0.949104,0.931517,0.912655,0.892676,0.04,-7.06578,-7.02847,82,373.039
1775441669719,190,1,0.0128922,0.232806,0.932261,0.915093,0.896725,0.877304,0.04,-7.02847,-7.04265,82,372.127
1775441669856,191,1,0.0116685,0.237707,0.906504,0.889935,0.872274,0.853655,0.04,-7.04265,-7.09445,82,371.983
1775441670005,192,1,0.0109323,0.240849,0.883754,0.867804,0.850848,0.833009,0.04,-7.09445,-7.1319,82,372.336
1775441670146,193,1,0.0111009,0.2404,0.887264,0.871216,0.854149,0.836188,0.04,-7.1319,-7.13088,82,372.312
1775441670261,194,1,0.0108269,0.242773,0.868318,0.8528,0.836332,0.819029,0.04,-7.13088,-7.17888,81,372.83
1775441670380,195,1,0.0109115,0.241807,0.859592,0.844453,0.828388,0.811507,0.04,-7.17888,-7.15984,81,372.651
1775441670505,196,1,0.0107473,0.242385,0.85422,0.839235,0.823342,0.80665,0.04,-7.15984,-7.16491,81,372.857
1775441670627,197,1,0.0105351,0.243941,0.821778,0.807833,0.79308,0.777612,0.04,-7.16491,-7.19701,81,372.794
1775441670726,198,1,0.0116412,0.239919,0.837317,0.823081,0.807982,0.792118,0.04,-7.19701,-7.16235,81,372.249
1775441670861,199,1,0.0121804,0.238356,0.837522,0.823375,0.808361,0.792578,0.04,-7.16235,-7.15724,81,371.834
1775441670977,200,1,0.0135579,0.232554,0.874364,0.859313,0.843264,0.82633,0.04,-7.15724,-7.09008,82,371.31
1775441671094,201,1,0.0141026,0.229483,0.899886,0.884146,0.86731,0.849508,0.04,-7.09008,-7.04091,82,371.575
1775441671210,202,1,0.0147212,0.225421,0.927878,0.911428,0.893769,0.875043,0.04,-7.04091,-6.9697,82,372.001
1775441671338,203,1,0.0144074,0.226386,0.91863,0.902442,0.885082,0.866687,0.04,-6.9697,-6.97547,82,372.167
1775441671453,204,1,0.0155437,0.219477,0.972684,0.955059,0.936028,0.915758,0.04,-6.97547,-6.85926,83,372.532
1775441671580,205,1,0.0149579,0.221636,0.962127,0.944719,0.925955,0.905997,0.04,-6.85926,-6.87873,83,372.692
1775441671711,206,1,0.0163816,0.214402,1.03658,1.01697,0.995661,0.972848,0.04,-6.87873,-6.7707,83,372.644
